order	a_word	b_alphabet	c_meaning
1010	emotion	英:/?'m???(?)n/ 美:/?'mo??n/ 	n. 情感；情绪
1011	dreadful	英:/'dredf?l/ 美:/'dr?df?l/ 	adj. 可怕的；糟透的，令人不快的
1012	coral	英:/'k?r(?)l/ 美:/'k?r?l/ 	"1. n. 珊瑚；珊瑚虫
2. adj. 珊瑚色的；珊瑚的"
1013	condemn	英:/k?n'dem/ 美:/k?n'd?m/ 	vt. 判刑，定罪；谴责；声讨
1014	emotional	英:/?'m???(?)n(?)l/ 美:/?'mo??nl/ 	"感情的, 情绪的"
1015	die	英:/da?/ 美:/da?/ 	死
1016	dreadfully	英:/'dredf?l?/ 美:/'dr?df?li/ 	可怕
1017	ability	英:/?'b?l?t?/ 美:/?'b?l?ti/ 	n. 能力，能耐；才能
1018	backyard	英:/b?k'jɑ?d/ 美:/?b?k'jɑrd/ 	n. 后院；后庭
1019	goggles	英:/'g?glz/ 美:/?ɡ ɑ ɡlz/ 	"1. n. 护目镜；防护眼镜；瞪视（goggle的复数）
2. v. 瞪大眼睛看；转动眼珠（goggle的三单形式）"
1020	blank	英:/bl??k/ 美:/bl??k/ 	"1. adj. 空白的；空虚的；单调的
2. n. 空白；空白表格；空虚"
1021	furthest	英:/'f????st/ 美:/'f???st/ 	"1. adv. 最远地；最大程度地（far的一种最高级）
2. adj. 最远的；最遥远的（far的一种最高级）"
1022	dance	英:/dɑ?ns/ 美:/d?ns/ 	"1. n. 舞蹈；舞曲；舞会
2. vi. 跳舞；飘扬；跳跃"
1023	glorious	英:/'gl??r??s/ 美:/'ɡl?ri?s/ 	adj. 光荣的；辉煌的；极好的
1024	going	英:/'g????/ 美:/?ɡo??/ 	"1. n. 离去；工作情况；行为；地面状况
2. adj. 进行中的；流行的；现存的"
1025	bulky	英:/'b?lk?/ 美:/'b?lki/ 	adj. 庞大的；体积大的；笨重的
1026	clay	英:/klei/ 美:/kle/ 	"1. n. 泥土；粘土；肉体；似黏土的东西
2. vt. 用黏土处理"
1027	adjust	英:/?'d??st/ 美:/?'d??st/ 	"1. vt. 校准；调整，使…适合
2. vi. 调整，校准；适应"
1028	dungeon	英:/'d?n(d)?(?)n/ 美:/'d?nd??n/ 	"1. n. 地牢，土牢
2. vt. 将……囚禁于土牢"
1029	agree	英:/?'gri?/ 美:/?'ɡri/ 	"1. vt. 同意；赞成；承认
2. vi. 同意；意见一致"
1030	glory	英:/'gl??r?/ 美:/'ɡl?ri/ 	"1. n. 光荣，荣誉；赞颂
2. vi. 自豪，骄傲；狂喜"
1031	cock	英:/k?k/ 美:/'stɑp'kɑk/ 	"1. n. 公鸡；雄鸟；龙头；头目
2. vt. 使竖起；使耸立；使朝上"
1032	enemy	英:/'en?m?/ 美:/??n?mi/ 	"1. n. 敌人，仇敌；敌军
2. adj. 敌人的，敌方的"
1033	boiler	英:/'b??l?/ 美:/'b??l?/ 	n. 锅炉；盛热水器；烧水壶，热水器
1034	bull	英:/b?l/ 美:/b?l/ 	"1. n. 公牛；看好股市者；粗壮如牛的人；[俚]胡说八道；印玺
2. adj. 公牛似的；雄性的；大型的"
1035	chapel	英:/'t??p(?)l/ 美:/'t??pl/ 	"1. n. 礼拜；小礼拜堂，小教堂
2. adj. 非国教的"
1036	crawl	英:/kr??l/ 美:/kr?l/ 	"1. vi. 爬行；匍匐行进
2. vt. 爬行；缓慢地行进"
1037	fury	英:/'fj??r?/ 美:/?fj?ri/ 	n. 狂怒；暴怒；激怒者
1038	energy	英:/'en?d??/ 美:/'?n?d?i/ 	n. 精力；能量；活力；精神
1039	diesel	英:/'di?z(?)l/ 美:/'dizl/ 	"1. n. 柴油机；柴油；（俚）健康的身体
2. adj. 内燃机传动的；供内燃机用的"
1040	dream	英:/dri?m/ 美:/drim/ 	"1. vi. 做梦，梦见；梦想；想到
2. n. 梦；梦想，愿望"
1041	dancer	英:/?dɑ:ns?/ 美:/'d?ns?/ 	n. 舞女；跳舞者；舞蹈家；舞蹈演员
1042	glossy	英:/'gl?s?/ 美:/'ɡlɑsi/ 	adj. 有光泽的；光滑的
1043	energetic	英:/?en?'d?et?k/ 美:/??n?'d??t?k/ 	有活力
1044	afterwards	/'?ft?w?dz/ 	"以后, 后来"
1045	agreement	英:/?'gri?m(?)nt/ 美:/?'grim?nt/ 	"同意, 一致, 协议"
1046	heat	英:/hi?t/ 美:/hit/ 	"1. n. 热度；高温；压力；热烈
2. vt. 把…加热；使激动"
1047	cord	英:/k??d/ 美:/k?rd/ 	"1. n. 束缚；绳索
2. vt. 用绳子捆绑"
1048	empathy	英:/'emp?θ?/ 美:/'?mp?θi/ 	n. [心]神入；移情作用
1049	gold	英:/g??ld/ 美:/ɡold/ 	"1. n. 金，黄金；金币；金色
2. adj. 金的，金制的；金色的"
1050	crayon	英:/'kre??n/ 美:/'kre?n/ 	"1. n. 蜡笔，有色粉笔
2. vt. 以蜡笔作画，用颜色粉笔画"
1051	fuse	英:/fju?z/ 美:/fjuz/ 	"1. vi. 熔化，熔融；融合
2. vt. 使熔化，使熔融；使融合"
1052	emperor	英:/'emp(?)r?/ 美:/'?mp?r?/ 	n. 皇帝，君主
1053	blanket	英:/'bl??k?t/ 美:/'bl??k?t/ 	"1. n. 毛毯，毯子；毯状物，覆盖层
2. adj. 总括的，全体的；没有限制的"
1054	diet	英:/'da??t/ 美:/'da??t/ 	"1. n. 饮食；食物；规定饮食
2. vi. 节食"
1055	freeway	英:/'fri?we?/ 美:/'friwe/ 	n. 高速公路
1056	clean	英:/kli?n/ 美:/klin/ 	"1. adj. 清洁的，干净的；清白的
2. vt. 使干净"
1057	gangster	英:/'g??st?/ 美:/'ɡ??st?/ 	n. 歹徒，流氓；恶棍
1058	agricultural	英:/??gri?k?lt??r?l/ 美:/??gr?'k?lt??r?l/ 	农业的
1059	emphasis	英:/'emf?s?s/ 美:/'?mf?s?s/ 	n. 强调；重点；加强语气
1060	excuse	英:/?k'skju?z/ 美:/?k?skjuz/ 	"1. n. 理由；借口
2. vt. 原谅；为…申辩；给…免去"
1061	crazy	英:/'kre?z?/ 美:/'krezi/ 	adj. 疯狂的；狂热的，着迷的
1062	able	英:/'e?b(?)l/ 美:/'ebl/ 	adj. 能干的；有能力的；能
1063	gangway	英:/'g??we?/ 美:/'ɡ??we/ 	"1. n. 进出通路；跳板；舷梯；座间过道
2. int. 让路"
1064	chapter	英:/'t??pt?/ 美:/'t??pt?/ 	"1. n. 章，回；人生或历史上的重要时期；（俱乐部、协会等的）分会
2. vt. 把…分成章节"
1065	appendix	英:/?'pend?ks/ 美:/?'p?nd?ks/ 	n. 附录；阑尾；附加物
1066	accurate	英:/'?kj?r?t/ 美:/'?kj?r?t/ 	adj. 精确的
1067	bold	英:/b??ld/ 美:/bold/ 	adj. 大胆的，英勇的；厚颜无耻的；险峻的；黑体的
1068	egg	英:/eg/ 美:/?ɡ/ 	"1. n. 蛋；卵子；[俚]家伙
2. vt. 煽动；怂恿"
1069	boldly	/'b?uldli/ 	adv. 大胆地；冒失地；显眼地
1070	creak	英:/kri?k/ 美:/krik/ 	"1. n. 嘎吱嘎吱声
2. vi. 发出咯吱咯吱声；勉强运转"
1071	because	英:/b?'k?z/ 美:/b?'k?z/ 	conj. 因为
1072	glove	英:/gl?v/ 美:/ɡl?v/ 	"1. n. 手套
2. vt. 给…戴手套"
1073	appetite	英:/'?p?ta?t/ 美:/'?p?ta?t/ 	n. 食欲；嗜好
1074	dandelion	英:/'d?nd?la??n/ 美:/'d?nd?la??n/ 	蒲公英
1075	empire	英:/'empa??/ 美:/'?mpa?r/ 	n. 帝国；帝王统治，君权
1076	character	英:/'k?r?kt?/ 美:/'k?r?kt?/ 	"个性, 品质"
1077	essay	英:/'ese?/ 美:/??s?e/ 	"1. n. 散文；随笔；试图
2. vt. 尝试；对…做试验"
1078	applaud	英:/?'pl??d/ 美:/?'pl?d/ 	"1. vt. 向…喝采；赞同；称赞
2. vi. 喝彩；鼓掌欢迎"
1079	grasp	英:/grɑ?sp/ 美:/ɡr?sp/ 	"1. n. 理解；控制；抓住
2. vt. 抓住；领会"
1080	cleaner	英:/'kli?n?/ 美:/'klin?/ 	n. 清洁工；清洁剂；干洗商；干洗店；洗洁器
1081	condition	英:/k?n'd??(?)n/ 美:/k?n'd???n/ 	"情况, 条件"
1082	difference	英:/'d?f(?)r(?)ns/ 美:/'d?fr?ns/ 	n. 差异；不同；争执
1083	cream	英:/kri?m/ 美:/krim/ 	n. 奶油，乳脂；乳酪；精华；面霜
1084	applause	英:/?'pl??z/ 美:/?'pl?z/ 	n. 鼓掌欢迎；欢呼，喝采
1085	dreary	英:/'dr??r?/ 美:/'dr?ri/ 	adj. 沉闷的，枯燥的
1086	beckon	英:/'bek(?)n/ 美:/'b?k?n/ 	"1. vt. 召唤；吸引
2. vi. （招手或点头）示意；吸引"
1087	different	英:/'d?f(?)r(?)nt/ 美:/'d?fr?nt/ 	"不同的,与众不同的"
1088	accuse	英:/?'kju?z/ 美:/?'kjuz/ 	"1. vt. 控告，指控；谴责；归咎于
2. vi. 控告；指责"
1089	dandruff	英:/'d?ndr?f/ 美:/'d?ndr?f/ 	n. 头皮屑
1090	heating	英:/ ?hi:t??/ 美:/'hit??/ 	"1. n. 加热；供暖；暖气设备
2. adj. 加热的；供热的"
1091	freedom	英:/'fri?d?m/ 美:/'frid?m/ 	n. 自由，自主；直率
1092	curb	英:/k??b/ 美:/k?b/ 	"1. n. 抑制；勒马绳；路边
2. vt. 勒住；控制"
1093	essential	英:/?'sen?(?)l/ 美:/?'s?n?l/ 	"要素, 要点"
1094	creamy	英:/'kri?m?/ 美:/'krimi/ 	adj. 含乳脂的；奶油色的；乳脂状的
1095	apple	英:/'?p(?)l/ 美:/'?pl/ 	n. 苹果；[俚]家伙
1096	fuss	英:/f?s/ 美:/f?s/ 	"1. vi. 小题大作；忙乱；焦燥；焦急；无事自扰
2. n. 大惊小怪，大惊小怪的人；小题大作；忙乱"
1097	grass	英:/grɑ?s/ 美:/ɡr?s/ 	"1. n. 草；草地，草坪
2. vt. 使……长满草；使……吃草；放牧"
1098	execute	英:/'eks?kju?t/ 美:/'?ks?kjut/ 	vt. 执行；实行；处死
1099	glow	英:/gl??/ 美:/ɡlo/ 	"1. vi. 发热；洋溢；绚丽夺目
2. n. 灼热；色彩鲜艳；兴高采烈"
1100	core	英:/k??/ 美:/k?r/ 	"1. n. 核心；果心；要点；磁心
2. vt. 挖...的核"
1101	bed	英:/bed/ 美:/b?d/ 	"1. n. 床；基础；河底， 海底
2. vt. 使睡觉；安置，嵌入；栽种"
1102	fussy	英:/'f?s?/ 美:/'f?si/ 	adj. 爱挑剔的，难取悦的；易烦恼的
1103	abnormal	英:/?b'n??m(?)l/ 美:/?b'n?rml/ 	adj. 反常的，不规则的；变态的
1104	cure	英:/kj??/ 美:/kj?r/ 	"1. vt. 治愈；治疗；加工处理；使硫化
2. vi. 受治疗；痊愈；治病；被硫化；被加工处理"
1105	blast	英:/blɑ?st/ 美:/bl?st/ 	"1. n. 爆炸；冲击波；一阵
2. vi. 猛攻"
1106	gap	英:/g?p/ 美:/ɡ?p/ 	"1. n. 缺口；间隙；空白
2. vi. 裂开"
1107	characteristic	英:/k?r?kt?'r?st?k/ 美:/?k?r?kt?'r?st?k/ 	"特有的, 典型的"
1108	glowing	/'ɡl?ui?/ 	"1. adj. 灼热的；鲜艳的；热情洋溢的
2. v. 发光；发热；容光焕发（glow的ing形式）"
1109	bedclothes	英:/'bedkl???z/ 美:/?b?d?kloz/ 	"铺盖, 床单被褥类"
1110	clear	英:/kl??/ 美:/kl?r/ 	"1. adj. 清楚的；清澈的；晴朗的；无罪的
2. vt. 清除；跳过；使干净；通过"
1111	bread	英:/bred/ 美:/br?d/ 	"1. n. 生计；面包
2. vt. 在…上洒面包屑"
1112	clearly	英:/'kli?li/ 美:/?kl?rl?/ 	adv. 明净地；清晰地；无疑地；明显地
1113	executive	英:/?g'zekj?t?v/ 美:/?ɡ'z?kj?t?v/ 	行政的
1114	crease	英:/kri?s/ 美:/kris/ 	"1. n. 折痕；折缝
2. vi. 起皱"
1115	appliance	英:/?'pla??ns/ 美:/?'pla??ns/ 	应用
1116	create	英:/kri?'e?t/ 美:/kr?'et/ 	vt. 造成；创造，创作
1117	danger	英:/'de?n(d)??/ 美:/'dend??/ 	n. 危险；危险物，威胁
1118	freeze	英:/fri?z/ 美:/friz/ 	"1. vi. 僵硬；冻结；冷冻
2. vt. 使…冻住；使…结冰"
1119	curiosity	英:/kj??r?'?s?t?/ 美:/?kj?r?'ɑs?ti/ 	"好奇, 好奇心"
1120	golden	英:/'ɡ?uld?n/ 美:/?ɡold?n/ 	adj. 金色的，黄金般的；金制的；珍贵的
1121	difficult	英:/'d?f?k(?)lt/ 美:/'d?f?k?lt/ 	难
1122	creation	英:/kri?'e??(?)n/ 美:/kr?'e??n/ 	n. 创造，创作；创作物，产物
1123	accustomed	英:/?'k?st?md/ 美:/?'k?st?md/ 	"习惯了的,通常的"
1124	heather	英:/'he??/ 美:/'h???/ 	"1. adj. 杂色的；似石南的
2. n. [植]石南属植物"
1125	aboard	英:/?'b??d/ 美:/?'b?rd/ 	"1. adv. 在火车上；在飞机上；在船上
2. prep. 在…上"
1126	employ	英:/?m'pl??/ 美:/?m'pl??/ 	"1. vt. 使用，采用；雇用；使忙于，使从事于
2. n. 雇用；使用"
1127	curious	英:/'kj??r??s/ 美:/'kj?r??s/ 	adj. 好奇的，有求知欲的；古怪的；爱挑剔的
1128	difficulty	英:/'d?f?k(?)lt?/ 美:/'d?f?k?lti/ 	困难
1129	bulldozer	英:/'b?ld??z?/ 美:/'b?l'doz?/ 	推土机; 欺凌者
1130	establish	英:/?'st?bl??/ 美:/?'st?bl??/ 	"建立, 确立, 创办"
1131	creative	英:/kri?'e?t?v/ 美:/kr?'et?v/ 	adj. 创造性的
1132	dress	英:/dres/ 美:/dr?s/ 	"1. vt. 给…穿衣
2. vi. 穿衣"
1133	ace	英:/e?s/ 美:/es/ 	"1. n. 幺点；直接得分的发球；佼佼者；（俚）最好的朋友
2. adj. 一流的，突出的"
1134	heave	英:/hi?v/ 美:/hiv/ 	"1. vt. 举起；使起伏；[口]投掷；恶心；发出（叹息等）
2. vi. 起伏；喘息；呕吐；举起"
1135	grasshopper	英:/'grɑ?sh?p?/ 美:/?ɡr?s?hɑp?/ 	蚱蜢
1136	engaged	英:/?n'ge?d?d/ 美:/?n'ged?d/ 	"1. adj. 使用中的，忙碌的
2. v. 约定；保证；同…订婚（engage的过去分词）"
1137	curl	英:/k??l/ 美:/k?l/ 	"1. vt. 使…卷曲；使卷起来
2. vi. 卷曲；盘绕"
1138	bullet	英:/'b?l?t/ 美:/'b?l?t/ 	"1. n. 子弹；只选某党全部候选人的投票；[美俚]豆子
2. vi. 射出；迅速行进"
1139	applicant	英:/'?pl?k(?)nt/ 美:/'?pl?k?nt/ 	申请人
1140	cockerel	英:/'k?k(?)r(?)l/ 美:/'kɑk?r?l/ 	n. （未满一年的）小公鸡；好斗的年轻人
1141	dangerous	英:/'de?n(d)?(?)r?s/ 美:/'dend??r?s/ 	"危险的,引起危险的"
1142	heaven	英:/'hev(?)n/ 美:/'h?vn/ 	n. 天堂；天空；极乐
1143	freezer	英:/'fri?z?/ 美:/'friz?/ 	n. 冰箱；冷冻库；制冷工
1144	abolish	英:/?'b?l??/ 美:/?'bɑl??/ 	vt. 废除，废止；取消，革除
1145	background	英:/?b?kɡraund/ 美:/'b?kɡra?nd/ 	"背景,幕后,配音"
1146	curly	英:/'k??l?/ 美:/'k?li/ 	adj. 卷曲的；卷毛的；（木材）有皱状纹理的；蜷缩的
1147	application	英:/?pl?'ke??(?)n/ 美:/??pl?'ke??n/ 	应用
1148	grate	英:/gre?t/ 美:/ɡret/ 	"1. vt. 装格栅于；磨擦
2. vi. 发摩擦声"
1149	freight	英:/fre?t/ 美:/fret/ 	"1. vt. 运送；装货；使充满
2. n. 运费；货运；船货"
1150	cork	英:/k?:k/ 美:/k?rk/ 	"1. n. 软木；软木塞，软木制品
2. vt. 用软木塞塞住；抑制，堵住"
1151	engagement	英:/?n'ge?d?m(?)nt/ 美:/?n'ɡed?m?nt/ 	订婚
1152	employee	英:/empl??'i?/ 美:/?m'pl??i/ 	n. 雇员；从业员工
1153	estate	英:/?'ste?t/ 美:/?'stet/ 	n. 财产；房地产；身份
1154	employer	英:/?m'pl???/ 美:/?m'pl???/ 	n. 雇主，老板
1155	charge	英:/t?ɑ?d?/ 美:/t?ɑrd?/ 	"1. n. 费用；掌管；控告；负载；电荷；命令
2. vt. 装载；对…索费；使承担；向…冲去；指责；使充电"
1156	creator	英:/kri'eit?/ 美:/kri?et?/ 	n. 创造者；创建者
1157	ache	英:/e?k/ 美:/ek/ 	"1. vi. 疼痛；渴望
2. n. 疼痛"
1158	employment	英:/?m'pl??m(?)nt/ 美:/?m'pl??m?nt/ 	"职业,雇用,使用"
1159	bacon	英:/?be?k?n/ 美:/?bek?n/ 	n. 熏猪肉；咸肉；腌肉
1160	allergy	英:/'?l?d??/ 美:/'?l?d?i/ 	n. 过敏症；[口]反感；厌恶
1161	garbage	英:/'gɑ?b?d?/ 美:/'ɡɑrb?d?/ 	n. 垃圾；废物
1162	creature	英:/'kri?t??/ 美:/'krit??/ 	n. 动物，生物；人；创造物
1163	cockpit	英:/'k?kp?t/ 美:/'kɑkp?t/ 	n. 驾驶员座舱；战场
1164	corkscrew	英:/'k??kskru?/ 美:/'k?rkskru/ 	"拔塞钻, 螺丝锥"
1165	bacteria	英:/b?k't??r??/ 美:/b?k't?r??/ 	n. 细菌
1166	allergic	英:/?'l??d??k/ 美:/?'l?d??k/ 	adj. 对…过敏的；对…极讨厌的
1167	during	英:/'dj??r??/ 美:/'d?r??/ 	prep. 在…的时候，在…的期间
1168	heavy	英:/'hev?/ 美:/'h?vi/ 	"1. adj. 沉重的；繁重的，巨大的；阴沉的
2. n. 重物；严肃角色"
1169	bedroom	英:/'bedru?m/ 美:/'b?drum/ 	"1. n. 卧室
2. adj. 两性关系的；城郊住宅区的"
1170	bolt	英:/b??lt/ 美:/bolt/ 	"1. n. 闪电；螺栓；门闩；弩箭
2. vt. 囫囵吞下；上门闩"
1171	exercise	英:/'eks?sa?z/ 美:/'?ks?sa?z/ 	"1. n. 练习；运动；运用；操练；典礼；礼拜
2. vt. 练习；锻炼；使用；使忙碌；使惊恐"
1172	glum	英:/gl?m/ 美:/ɡl?m/ 	adj. 阴沉的；忧郁的
1173	grateful	英:/'gre?tf?l/ 美:/'ɡretfl/ 	adj. 感谢的；令人愉快的，宜人的
1174	engine	英:/'end??n/ 美:/'?nd??n/ 	n. 引擎，发动机；机车，火车头；工具
1175	admire	英:/?d'ma??/ 美:/?d'ma??/ 	"1. vt. 钦佩；赞美
2. vi. 钦佩；称赞"
1176	dusk	英:/d?sk/ 美:/d?sk/ 	"1. n. 黄昏，薄暮；幽暗，昏暗
2. adj. 微暗的"
1177	apply	英:/?'pla?/ 美:/?'pla?/ 	"1. vt. 应用；申请；涂，敷
2. vi. 申请；适用；请求；涂，敷"
1178	achieve	英:/?'t?i?v/ 美:/?'t?iv/ 	"1. vt. 完成；达到
2. vi. 达到目的；如愿以偿"
1179	bedside	英:/'bedsa?d/ 美:/'b?d'sa?d/ 	"1. n. 床边，床旁
2. adj. 床旁的，枕边的"
1180	conduct	英:/'k?nd?kt/ 美:/k?n'd?kt/ 	"1. vi. 带领；导电
2. vt. 管理；表现；引导"
1181	garden	英:/?ɡɑ:dn/ 美:/?ɡɑrdn/ 	"1. n. 菜园；花园
2. vt. 栽培花木"
1182	appoint	英:/?'p??nt/ 美:/?'p??nt/ 	"1. vt. 任命；指定；约定
2. vi. 任命；委派"
1183	currant	英:/'k?r(?)nt/ 美:/'k??nt/ 	n. 无籽葡萄干；红醋药；红醋栗
1184	goldfish	英:/'g??l(d)f??/ 美:/'ɡoldf??/ 	n. 金鱼
1185	achievement	英:/?'t?i?vm(?)nt/ 美:/?'t?ivm?nt/ 	成就
1186	cocktail	英:/'k?kte?l/ 美:/'kɑktel/ 	"1. n. 鸡尾酒；开味食品
2. adj. 鸡尾酒的"
1187	glut	英:/gl?t/ 美:/ɡl?t/ 	"1. vt. 使…充满；使…吃饱；过多供应
2. vi. 吃得过多"
1188	engineer	英:/end??'n??/ 美:/??nd??'n?r/ 	"1. n. 工程师；工兵；火车司机
2. vt. 策划；设计；精明地处理"
1189	currency	英:/'k?r(?)ns?/ 美:/'k??nsi/ 	n. 货币；通货
1190	alley	英:/'?l?/ 美:/'?li/ 	n. 小径；小巷；小路
1191	gardener	英:/'ɡɑ?d?n?/ 美:/'gɑrd?n?/ 	n. 花匠；园丁；园艺家
1192	dust	英:/d?st/ 美:/d?st/ 	"1. n. 灰尘；尘埃；尘土
2. vt. 拂去灰尘；撒"
1193	charger	英:/'t?ɑ?d??/ 美:/'t?ɑrd??/ 	n. 充电器；军马；袭击者；委托者；控诉者
1194	estimate	"英:/'est?me?t/ 美:/'?st?,met/ "	"1. vi. 估计，估价
2. n. 估计，估价；判断，看法"
1195	corn	英:/k??n/ 美:/k?rn/ 	"1. n. （美）玉米；（英）谷物；鸡眼
2. vt. 腌；使成颗粒"
1196	engineering	英:/end??'n??r??/ 美:/'?nd??'n?r??/ 	"工程学,工程"
1197	current	英:/'k?r(?)nt/ 美:/'k??nt/ 	"1. adj. 现在的；最近的；草写的；流通的，通用的
2. n. 趋势；涌流；（水，气，电）流"
1198	golf	英:/g?lf/ 美:/ɡɑlf/ 	"1. n. 高尔夫球；高尔夫球运动
2. vi. 打高尔夫球"
1199	blaze	英:/ble?z/ 美:/blez/ 	"1. vt. 在树皮上刻路标；公开宣布
2. n. 火焰，烈火；光辉；情感爆发"
1200	dustbin	英:/'d?s(t)b?n/ 美:/'d?stb?n/ 	n. 垃圾箱
1201	bedspread	英:/'bedspred/ 美:/'b?dspr?d/ 	"床单, 床罩"
1202	English	/'i?ɡli?/ 	"1. adj. 英国人的；英国的；英文的
2. n. 英语；英国人；英文；英格兰人"
1203	empress	英:/'empr?s/ 美:/??mpr?s/ 	n. 皇后；女皇
1204	bad	英:/b?d/ 美:/b?d/ 	"1. adj. 坏的；严重的；劣质的
2. n. 坏人；坏事"
1205	dressing	英:/'dres??/ 美:/'dr?s??/ 	"1. n. 穿衣；装饰；梳理；加工；调味品
2. v. 给…穿衣；为…打扮（dress的现在分词）"
1206	break	英:/bre?k/ 美:/brek/ 	"1. n. 休息，中断；破裂处
2. vt. 打破，弄破；中断；弄坏；削弱"
1207	doll	英:/d?l/ 美:/dɑl/ 	"1. n. 洋娃娃；玩偶；无头脑的美丽女人
2. vt. 把…打扮得花枝招展"
1208	conductor	英:/k?n'd?kt?/ 美:/k?n'd?kt?/ 	售票员，导体，指挥
1209	exhaust	英:/?g'z??st/ 美:/?ɡ'z?st/ 	"1. vt. 耗尽；排出；使精疲力尽；彻底探讨
2. vi. 排气"
1210	dig	英:/d?g/ 美:/d?ɡ/ 	"1. vt. 挖，掘；探究
2. vi. 挖掘"
1211	apportionment	英:/?'p???(?)nm(?)nt/ 美:/?'p?r??nm?nt/ 	"分配, 分摊, 分派"
1212	empty	英:/'em(p)t?/ 美:/'?mpti/ 	"1. adj. 空的；无意义的；徒劳的；无知的
2. vt. 使…成为空的；使失去"
1213	badly	英:/'b?dl?/ 美:/'b?dli/ 	adv. 严重地，厉害地；恶劣地；非常，很
1214	credit	英:/'kred?t/ 美:/'kr?d?t/ 	"1. n. 信用，信誉；信任；贷款；声望；学分
2. vt. 相信，信任；把…归给，归功于；赞颂"
1215	acid	英:/'?s?d/ 美:/'?s?d/ 	"1. n. 酸，迷幻药
2. adj. 酸的，讽刺的，刻薄的"
1216	blazer	英:/'ble?z?/ 美:/'blez?/ 	n. 燃烧体；宣布者；颜色鲜明的运动上衣
1217	digest	英:/da?'d?est/ 美:/da?'d??st/ 	"1. vt. 消化；吸收；融会贯通
2. vi. 消化"
1218	estuary	英:/'estj?(?)r?/ 美:/'?st??'?ri/ 	n. 河口；江口
1219	cornflakes	英:/'k??nfle?ks/ 美:/'k?rnfleks/ 	玉米片
1220	bedtime	英:/'bedta?m/ 美:/'b?dta?m/ 	"1. n. 就寝时间
2. adj. 适于睡前的"
1221	bully	英:/'b?l?/ 美:/'b?li/ 	"1. n. 欺凌弱小者；土霸
2. adj. [口]第一流的；特好的"
1222	dollar	英:/'d?l?/ 美:/'dɑl?/ 	n. 美元
1223	admission	英:/?d'm??(?)n/ 美:/?d'm???n/ 	承认
1224	drew	英:/dru?/ 美:/dru/ 	v. 描绘；起草；牵引（draw的过去分词）
1225	cocoa	英:/'k??k??/ 美:/'koko/ 	n. 可可粉；可可豆；深褐色；可可饮料
1226	dare	英:/de?/ 美:/d?r/ 	"1. n. 挑战；挑动
2. vt. 不惧；敢冒"
1227	cone	英:/k??n/ 美:/kon/ 	"1. n. 圆锥体，圆锥形；球果
2. vt. 使成锥形"
1228	curriculum	英:/k?'r?kj?l?m/ 美:/k?'r?kj?l?m/ 	课程
1229	admit	英:/?d'm?t/ 美:/?d'm?t/ 	"1. vt. 承认；准许进入；可容纳
2. vi. 承认；容许"
1230	dustman	英:/'d?s(t)m?n/ 美:/'d?stm?n/ 	n. 清洁工人
1231	coconut	英:/'k??k?n?t/ 美:/'kok?n?t/ 	n. 椰子；椰子肉
1232	abortion	英:/?'b???(?)n/ 美:/?'b?r??n/ 	n. 流产，小产；流产的胎儿
1233	curry	英:/?k?ri/ 美:/?k?ri/ 	"1. vt. 用咖喱烧，给…加咖喱粉
2. n. 咖哩粉，咖喱；咖哩饭菜；梳刷；鞭打"
1234	exhibit	英:/?g'z?b?t/ 美:/?ɡ'z?b?t/ 	"1. vt. 显示；展览；提出（证据等）
2. n. 展览品；证据；展示会"
1235	dustpan	英:/'d?s(t)p?n/ 美:/'d?stp?n/ 	n. 簸箕
1236	gratitude	英:/'gr?t?tju?d/ 美:/'ɡr?t?tud/ 	感恩之心
1237	exhibition	英:/eks?'b??(?)n/ 美:/??ks?'b???n/ 	"展示, 展览"
1238	bum	英:/b?m/ 美:/b?m/ 	"1. n. 流浪汉；狂欢作乐；能力差的人；嗡嗡声；屁股；[贬]执达员（等于bumbailiff）
2. vi. 流浪；靠乞讨过活；发嗡嗡声"
1239	dried	英:/dra?d/ 美:/dra?d/ 	"1. adj. 弄干了的；干燥的
2. v. 使干（原形是dry）"
1240	dark	英:/dɑ?k/ 美:/dɑrk/ 	"1. adj. 黑暗的，深色的；无知的；模糊的；忧郁的
2. n. 黑暗；黄昏；模糊；夜"
1241	charity	英:/'t??r?t?/ 美:/'t??r?ti/ 	n. 施舍；慈善；慈善团体；施舍物；宽容
1242	bad-tempered	"英:/'b?d,temp?d/ 美:/ b?d?t?mp?d/ "	易怒的
1243	about	英:/?'ba?t/ 美:/?'ba?t/ 	"1. prep. 关于；大约
2. adj. 四处走动的；在起作用的；在附近的"
1244	factory	英:/'f?kt(?)r?/ 美:/'f?ktri/ 	"business, etc whose employees must be members of a specified trade union （只雇用工会会员的）工厂、企业等: [attrib 作定语] a closed-shop agreement 只雇用工会会员的劳资协议.<br /><br />n. 工厂；制造厂；代理店"
1245	curse	英:/k??s/ 美:/k?s/ 	"1. n. 咒骂；诅咒
2. vt. 诅咒；咒骂"
1246	adolescence	英:/?d?'les(?)ns/ 美:/??d?'l?sns/ 	n. 青春期
1247	bleak	英:/bli?k/ 美:/blik/ 	adj. 荒凉的，无遮蔽的；阴冷的；黯淡的，无希望的；冷酷的；单调的
1248	garment	英:/'gɑ?m(?)nt/ 美:/'gɑrm?nt/ 	"1. n. 衣服，服装；外表，外观
2. vt. 给…穿衣服"
