a_word,b_alphabet,c_meaning
help,英:/help/ 美:/hɛlp/,"1. vt. 帮助；治疗；促进；补救
2. n. 帮助；帮忙者；补救办法；有益的东西"
prima ballerina,/ˏpriːmə ˏbæləˈriːnə/,首席女舞者；芭蕾舞团的首席女演员
cripes,英:/kraɪps/ 美:/kraɪps/,int. [俚]天啊！（christ的委婉说法，表示惊讶，不耐烦）
fringe,英:/frɪn(d)ʒ/ 美:/frɪndʒ/,"1. n. 边缘；穗；刘海
2. adj. 边缘的；附加的"
boon,英:/buːn/ 美:/bʊn/,"1. n. 恩惠；利益；福利
2. adj. 愉快的；慷慨的"
blob,英:/blɒb/ 美:/blɑb/,"1. n. 一滴；一抹；难以名状的一团
2. vt. 弄脏；[美俚]把…做错"
cwm,英:/kʊm/ 美:/kʊm/,n. [地质学]山侧凹地
bloc,英:/blɒk/ 美:/blɑk/,n. 集团
COI,/ˏsiː əu ˈaɪ/,abbr. Central Office of Information 中央新闻署
van,英:/væn/ 美:/væn/,"lorry, etc for transporting goods 商用机动车.<br /><br />1. n. 先锋；厢式货车；[计]增值网
2. vt. 用车搬运"
boor,英:/bɔː/ 美:/bʊr/,n. 农民；粗野的人；不懂礼貌的人
got,英:/ɡɒt/ 美:/ɡɑt/,v. 得到，明白（get的过去式和过去分词）
dip,英:/dɪp/ 美:/dɪp/,"1. vt. 浸，泡，蘸；舀取；把伸入
2. vi. 浸；倾斜；下降，下沉；舀，掏"
coif,英:/kɒɪf/ 美:/kɔɪf/,"1. vt. 戴紧帽；覆以头巾
2. n. 头巾"
messieurs,英:/meɪˈsjɜ:/ 美:/meˈsjɚ/,n. 各位先生；先生（用于法国人名前，monsieur的复数形式）
gauge,英:/geɪdʒ/ 美:/gedʒ/,"1. n. 计量器；标准尺寸；容量规格
2. vt. 估计；测量；给…定规格"
crisp,英:/krɪsp/ 美:/krɪsp/,"1. adj. 脆的；易碎的；新鲜的
2. vt. 使发脆；使卷曲"
drudge,英:/drʌdʒ/ 美:/drʌdʒ/,"1. vi. 做苦工，干苦力
2. vt. 强迫做苦工"
frisk,英:/frɪsk/ 美:/frɪsk/,"1. vi. 蹦跳；欢跃
2. n. 搜身；快乐；蹦跳；快乐的时刻"
clod,英:/klɒd/ 美:/klɑd/,"1. n. 土块；笨蛋；牛颈肉
2. vt. 对…掷土块"
block,英:/blɔk/ 美:/blɑk/,"1. n. 块；街区；障碍物；大厦
2. vt. 阻塞；阻止；限制"
gaunt,英:/gɔːnt/ 美:/ɡɔnt/,adj. 荒凉的；憔悴的；枯瘦的
bride,英:/braɪd/ 美:/braɪd/,n. 新娘；[英俚]姑娘，女朋友
beige,英:/beɪʒ/ 美:/beʒ/,"1. n. 米黄色
2. adj. 浅褐色的；米黄色的"
boost,英:/buːst/ 美:/bʊst/,"1. vt. 促进；增加；支援
2. vi. 宣扬；偷窃"
expertly,英:/ˈekspətlɪ/ 美:/ˈ ɛkspɚtlɪ/,adv. 熟练地；巧妙地
daze,英:/deɪz/ 美:/dez/,"1. vt. 使茫然；使眼花缭乱；使晕眩
2. n. 迷乱，眼花缭乱"
burnt,英:/bɜːnt/ 美:/bɝnt/,"1. adj. 烧焦的；烧伤的
2. v. 燃烧（burn的过去式、过去分词形式）"
dazed,英:/deɪzd/ 美:/dezd/,"1. adj. 茫然的；头昏的
2. vt. 使眩晕；使惶惑（daze的过去式）"
met,英:/met/ 美:/mɛt/,v. 遇见（meet的过去式和过去分词）
boot,英:/buːt/ 美:/bʊt/,"1. vt. 使穿靴；引导；踢；解雇
2. n. 靴子；汽车行李箱；踢"
gauze,英:/gɔːz/ 美:/gɔz/,n. 薄纱；纱布；薄雾
cheek,英:/tʃiːk/ 美:/tʃik/,"1. n. 面颊，脸颊；[俚]臀部
2. vt. 无礼地向…讲话，对…大胆无礼"
drug,英:/drʌg/ 美:/drʌg/,"1. n. 毒品；药；滞销货；麻醉药
2. vt. 使服麻醉药；使服毒品；掺麻醉药于"
coil,英:/kɒɪl/ 美:/kɔɪl/,"1. vt. 盘绕，把…卷成圈
2. n. 卷；线圈"
helplessness,英:/ˈhelplɪsnɪs/ 美:/ˈh ɛlplɪsnɪs/,无奈
dose,英:/dəʊs/ 美:/dos/,"1. n. 剂量；一剂，一服
2. vi. 服药"
clog,英:/klɒg/ 美:/klɑg/,"1. v. 阻塞；障碍
2. n. 障碍；木底鞋"
coin,英:/kɒɪn/ 美:/kɔɪn/,"1. vt. 杜撰，创造；铸造（货币）
2. n. 硬币，钱币"
doss,英:/dɒs/ 美:/dɑs/,"1. n. 床铺；简陋床铺；小客栈；睡眠
2. vi. 凑合躺下睡觉；将就过夜"
cheeked,/tʃi:k/,"1. adj. 具有…的面颊的
2. v. 无礼地说（cheek的过去分词）"
greet,英:/griːt/ 美:/ɡrit/,vt. 欢迎，迎接；致敬，致意；映入眼帘
gave,英:/ɡeɪv/ 美:/ɡev/,v. 给予（give的过去式）
bridge,英:/brɪdʒ/ 美:/brɪdʒ/,"1. n. 桥；桥牌；船桥；桥接器
2. vt. 渡过；架桥"
gouge,英:/gaʊdʒ/ 美:/ɡaʊdʒ/,"1. vt. 用半圆凿子挖；欺骗
2. n. 圆凿；以圆凿刨；沟"
helve,英:/helv/ 美:/hɛlv/,"1. n. 柄
2. vt. 装柄于"
hem,英:/hem/ 美:/hɛm/,"1. n. 摺边；边，边缘
2. vt. 包围；给...缝边"
cos,英:/kɔs/ 美:/kɔs/,abbr. [数]余弦（cosine）
belch,英:/beltʃ/ 美:/bɛltʃ/,"1. vi. 打嗝；喷出
2. vt. 打嗝；喷出"
clone,英:/kləʊn/ 美:/klon/,"1. n. 靠营养生殖而由母体分离繁殖的植物；无性繁殖；无性系；克隆
2. vt. 无性繁殖，复制"
burp,英:/bɜːp/ 美:/bɝp/,"1. n. 打嗝；饱嗝儿
2. vi. 打饱嗝；打嗝"
dot,英:/dɒt/ 美:/dɑt/,"1. n. 点，圆点；嫁妆
2. vi. 打上点"
booth,英:/bu:ð/ 美:/buθ/,n. 货摊；公用电话亭
gourd,英:/gʊəd/ 美:/ɡɔrd/,n. 葫芦，葫芦属植物；[俚]脑瓜
close,英:/kləʊs/ 美:/kloz/,"1. adj. 亲密的；亲近的；紧密的
2. vt. 关；结束；使靠近"
gawk,英:/gɔːk/ 美:/ɡɔk/,"1. n. 呆子；腼腆的人
2. vi. 呆呆地看着"
burr,英:/bə:/ 美:/bɚ/,"1. n. 粗喉音，呼呼声
2. vi. 用喉音说话"
Brie,/bri:/,n. 布里干酪（一种白色柔软的干酪）
frizz,英:/frɪz/ 美:/frɪz/,"1. n. 吱吱响声；卷发；皱缩（等于friz）
2. vt. 使鬈曲；为某人卷发；煎炸时吱吱做声"
cheep,英:/tʃiːp/ 美:/tʃip/,"1. n. 吱吱的叫声
2. vt. 吱吱地叫（过去式cheeped，过去分词cheeped，现在分词cheeping，第三人称单数cheeps，名词cheeper）"
Gregorian calendar,英:/ɡriˈɡɔ:riən/ 美:/ɡrɪˈɡɔriən/,公历；格里高里历
Druid,英:/ˈdru:id/ 美:/ˈdruɪd/,n. 德鲁伊教团员
brief,英:/briːf/ 美:/brif/,"1. adj. 简短的，简洁的；短暂的，草率的
2. n. 概要，诉书；摘要，简报"
dote,英:/dəʊt/ 美:/dot/,"1. vi. 溺爱；昏聩
2. vt. 溺爱"
balm,英:/bɑːm/ 美:/bɑm/,n. 香油；镇痛软膏；香峰草，香树膏
gout,英:/gaʊt/ 美:/ɡaʊt/,n. 痛风；一滴；一团
Bronx cheer,/ˏbrɔŋks ˈtʃɪə(r)/,一种表示讥刺的嘘声
drum,英:/drʌm/ 美:/drʌm/,"1. vt. 击鼓；大力争取
2. vi. 击鼓；大力争取"
gawp,英:/gɔːp/ 美:/ɡɔp/,"1. vi. 直瞪瞪地注视
2. n. 呆人；笨蛋"
fro,英:/frəʊ/ 美:/fro/,adv. 向后；向那边
booze,英:/buːz/ 美:/buz/,"1. n. 酒；酒宴
2. vi. 豪饮；痛饮"
cyclopean,英:/ˌsaɪkləˈpi:ən/ 美:/ˌsaɪkləˈpiən/,独眼巨人
gay,英:/geɪ/ 美:/ɡe/,同性恋者
cheer,英:/tʃɪə/ 美:/tʃɪr/,"1. vt. 欢呼；使高兴；为…加油
2. n. 欢呼；愉快；心情；令人愉快的事"
croak,英:/krəʊk/ 美:/krok/,"1. vi. 呱呱地叫；发牢骚；死
2. vt. 用嘶哑的声音说；死亡"
briefs,/bri:fs/,"1. n. 贴身的短内裤；三角裤；摘要（brief的复数）
2. v. 作…的摘要（brief的第三人称单数）"
cosh,英:/kɒʃ/ 美:/kɑʃ/,"1. n. [英俚]短棒；[数]双曲余弦
2. vt. 用短棍打"
bloke,英:/bləʊk/ 美:/blok/,n. [俚]家伙；小子
frock,英:/frɒk/ 美:/frɑk/,n. 女装；连衣裙；僧袍；罩袍
burst,英:/bɜːst/ 美:/bɝst/,"1. vi. 爆炸；爆发，突发
2. vt. 爆炸；爆发，突发"
crock,英:/krɒk/ 美:/krɑk/,"1. n. 瓦罐；碎瓦片；[口]老朽的人
2. vt. 使衰弱；使身体垮掉"
coke,英:/kəʊk/ 美:/kok/,"1. n. 焦炭；可卡因
2. vi. 焦化"
blood,英:/blʌd/ 美:/blʌd/,"1. n. 血，血液；血统
2. vt. 从…抽血；使先取得经验"
burton,英:/ˈbə:tn/ 美:/ˈbɚtn/,n. 复滑车
frog,英:/frɒg/ 美:/frɔɡ/,"1. n. 青蛙；饰扣；辙叉
2. vi. 捕蛙"
grew,英:/ɡruː/ 美:/ɡru/,v. 成长，种植（grow的过去式）
gaze,英:/geɪz/ 美:/ɡez/,"1. vi. 注视；凝视
2. n. 注视；凝视"
crocked,英:/krɒkt/ 美:/krɑkt/,"1. adj. 喝醉了的
2. v. 衰弱；摩擦脱色（crock的过去分词）"
brig,英:/brɪg/ 美:/brɪg/,n. 双桅横帆船；禁闭室；警卫室
hemp,英:/hemp/ 美:/hɛmp/,"1. n. 大麻；麻类植物；大麻烟卷
2. adj. 大麻类植物的"
bell,英:/bel/ 美:/bɛl/,"1. n. 铃，钟；钟声，铃声；钟状物
2. vt. 装钟于，系铃于"
bus,英:/bʌs/ 美:/bʌs/,n. 公共汽车
col,英:/kɒl/ 美:/kɑl/,n. 山坳；出口；峡路
hen,英:/hen/ 美:/hɛn/,母鸡
bright,英:/brait/ 美:/braɪt/,"1. adj. 明亮的，鲜明的；聪明的；愉快的
2. adv. 欢快地；明亮地；光明地"
croft,英:/krɒft/ 美:/krɔft/,n. 小田地，小农场
cheese,英:/tʃiːz/ 美:/tʃiz/,"1. n. 奶酪；干酪；[美俚]要人
2. vt. [俚]停止"
ban,英:/bæn/ 美:/bæn/,禁令
croissant,英:/krwɑːsɒŋ/ 美:/krwɑˈsɑŋ/,n. （法）新月形面包；羊角面包
from,英:/frɒm/ 美:/frʌm/,prep. 来自，从；今后；由于
cold,英:/kəʊld/ 美:/kold/,"1. adj. 寒冷的；冷淡的，不热情的；失去知觉的
2. n. 寒冷；感冒"
frond,英:/frɒnd/ 美:/frɑnd/,n. [植]叶状体；（蕨类等的）叶，复叶
direct action,英:/dɪˈrektˈækʃən/ 美:/dɪˈrɛktˈækʃən/,直接行动；直接作用
busby,英:/ˈbʌzbɪ/ 美:/ˈbʌzbi/,n. 毛皮制高帽子
drunk,英:/drʌŋk/ 美:/drʌŋk/,"1. v. 喝酒（drink的过去分词）
2. adj. 喝醉了的"
bush,英:/bʊʃ/ 美:/bʊʃ/,"1. n. 矮树丛；灌木
2. vt. 以灌木装饰；使…精疲力竭"
crone,英:/krəʊn/ 美:/kron/,n. 干瘪老丑婆；老母羊
brill,英:/brɪl/ 美:/brɪl/,n. 一种可食用的欧洲比目鱼；鲽类鱼
hence,英:/hens/ 美:/hɛns/,adv. 因此；今后
front,英:/frʌnt/ 美:/frʌnt/,"1. n. 前面；前线；正面
2. vt. 面对；朝向；对付"
mete,英:/miːt/ 美:/mit/,"1. vt. 给予；分配；测量
2. n. 边界；测量"
grid,英:/grɪd/ 美:/ɡrɪd/,n. [计]网格；格子，栅格；输电网
gown,英:/gaʊn/ 美:/ɡaʊn/,"1. n. 长袍，长外衣；法衣；睡袍；礼服
2. vt. 使穿睡衣"
bore,英:/bɔː/ 美:/bɔr/,忍受
closed,英:/kləʊzd/ 美:/klozd/,"1. adj. 关着的；不公开的
2. v. 关；结束；接近（close的过去分词）"
crook,英:/krʊk/ 美:/krʊk/,"1. n. 弯处，弯曲部分；钩状物；骗子，坏蛋
2. vt. 使弯曲；欺骗，诈骗"
grief,英:/griːf/ 美:/ɡrif/,n. 悲痛；忧伤；不幸
band,英:/bænd/ 美:/bænd/,"1. n. 带；松紧带；传送带；乐队；一帮
2. vi. 联合；聚焦"
chef,英:/ʃef/ 美:/ʃɛf/,n. 厨师，大师傅
brim,英:/brɪm/ 美:/brɪm/,"1. n. 边；边缘
2. vi. 满溢；溢出"
belle,英:/bel/ 美:/bɛl/,n. 美女
bushed,英:/bʊʃt/ 美:/bʊʃt/,"1. adj. 疲倦的；被草丛笼罩的；不知所措的
2. v. 丛生；以灌木装饰（bush的过去分词）"
brimmed,/brɪmd/,adj. 满到边际的
conk,英:/kɒŋk/ 美:/kɑŋk/,"1. vi. 昏迷；睡去；坏掉
2. vt. 敲……的头"
drupe,英:/druːp/ 美:/drʊp/,n. 核果
casus belli,英:/ˏkɑːsus ˈbeliː/ 美:/ˌkesəs ˈbɛlaɪ/,n. （法）宣战的事件；开战的原因
grieve,英:/griːv/ 美:/ɡriv/,"1. vt. 使悲伤，使苦恼
2. vi. 悲痛，哀悼"
dry,英:/draɪ/ 美:/draɪ/,"1. adj. 干的；口渴的；禁酒的；枯燥无味的
2. vt. 把…弄干"
double dutch,英:/dʌtʃ/ 美:/dʌtʃ/,无法理解的语言；莫名其妙的话
croon,英:/kruːn/ 美:/krun/,"1. vi. 低声歌唱；满怀柔情地唱流行歌曲
2. vt. 柔情地唱；对…低声唱"
cyst,英:/sɪst/ 美:/sɪst/,n. 包囊；囊肿；膀胱
cost,英:/kɒst/ 美:/kɔst/,"1. vt. 花费；使付出；使花许多钱
2. n. 费用，代价，成本；损失"
born,英:/bɔ:n/ 美:/bɔrn/,"1. v. 出世（bear的过去分词）
2. adj. 天生的"
clot,英:/klɒt/ 美:/klɑt/,"1. vi. 凝结
2. n. 凝块"
frost,英:/frɔst/ 美:/frɔst/,"1. vt. 结霜于；冻坏
2. vi. 结霜；受冻"
born,英:/bɔ:n/ 美:/bɔrn/,"1. v. 出世（bear的过去分词）
2. adj. 天生的"
crop,英:/krɒp/ 美:/krɑp/,"1. n. 农作物；庄稼；产量；平头
2. vt. 种植；收割；修剪；剪短"
brine,英:/braɪn/ 美:/braɪn/,"1. n. 盐水；海水；卤水
2. vt. 用浓盐水处理（或浸泡）"
her,英:/hɜː(r)/ 美:/hɚ/,pron. 她的；她
czar,英:/zɑː/ 美:/zɑr/,n. （帝俄的）沙皇，皇帝；独裁者
hers,英:/hɜːz/ 美:/hɝz/,pron. 她的（所有格）
grill,英:/grɪl/ 美:/ɡrɪl/,"1. vt. 烧，烤；烤问
2. vi. 烧，烤；严加盘问"
borne,英:/bɔːn/ 美:/bɔrn/,v. 忍受；负荷；结果实；生子女（bear的过去分词）
cloth,英:/klɒθ/ 美:/klɔθ/,n. 布，织物；餐巾
clothe,英:/kləʊð/ 美:/kloð/,vt. 给…穿衣；覆盖；赋予
bring,英:/brɪŋ/ 美:/brɪŋ/,vt. 带来；引起；促使；使某人处于某种情况或境地
grim,英:/grɪm/ 美:/ɡrɪm/,adj. 冷酷的；残忍的；糟糕的
clothes,英:/kləʊ(ð)z/ 美:/kloðz/,n. 衣服
crore,英:/krɔː/ 美:/krɔr/,n. 一千万卢比（印度英语）
Czech,/tʃek/,"1. adj. 捷克的，捷克人的，捷克语的
2. n. 捷克人；捷克语"
herb,英:/hɜːb/ 美:/ɝb/,n. 香草，药草
cross,英:/krɒs/ 美:/krɔs/,"1. n. 十字架，十字形物；交叉，十字
2. vi. 交叉；横过；杂交"
dirge,英:/dɜːdʒ/ 美:/dɝdʒ/,n. 挽歌；哀悼歌
grime,英:/graɪm/ 美:/ɡraɪm/,"1. n. 尘垢；污点；煤尘
2. vt. 使污秽；使…弄脏"
Methodism,英:/ˈmeθədiz(ə)m/ 美:/ˈmɛθəˌdɪzəm/,理宗
dirk,英:/dɜːk/ 美:/də..k/,"1. n. 短剑，匕首
2. vt. 用短剑刺"
meths,/meθs/,n. 甲基化酒精，变质酒精
grin,英:/grɪn/ 美:/ɡrɪn/,"1. v. 露齿而笑，咧着嘴笑
2. n. 露齿笑"
froth,英:/frɒθ/ 美:/frɔθ/,"1. n. 泡沫，泡；口沫
2. vi. 吐白沫；起泡沫"
grind,英:/graɪnd/ 美:/ɡraɪnd/,"1. vt. 磨碎；磨快
2. vi. 磨碎；折磨"
busk,英:/bʌsk/ 美:/bʌsk/,"1. n. 妇女胸衣；妇女胸衣前端的钢丝
2. vt. 准备好"
methyl alcohol,/ˏmeθɪl ˈælkəhɔl/,木精，甲醇（等于methanol）
dirt,英:/dɜːt/ 美:/dɝt/,n. 污垢，泥土；灰尘，尘土；下流话
bosh,英:/bɒʃ/ 美:/bɑʃ/,"1. n. [口]胡说；胡思乱想
2. int. 瞎说；胡扯"
bust,英:/bʌst/ 美:/bʌst/,"1. vi. 爆裂；破产；降低级别
2. vt. 使爆裂；使破产；逮捕"
frown,英:/fraʊn/ 美:/fraʊn/,"1. vi. 皱眉；不同意
2. vt. 皱眉，蹙额"
grip,英:/grɪp/ 美:/ɡrɪp/,"1. n. 紧握；柄；支配；握拍方式；拍柄绷带
2. vt. 紧握；夹紧"
bane,英:/beɪn/ 美:/ben/,n. 毒药；祸害；灭亡的原因
cot,英:/kɒt/ 美:/kɑt/,n. 简易床；小屋；轻便小床
gripe,英:/graɪp/ 美:/ɡraɪp/,"1. n. 控制；发牢骚；肠绞痛
2. vt. 绞痛；握紧；惹恼"
herd,英:/hɜːd/ 美:/hɝd/,"1. n. 兽群，畜群；放牧人
2. vi. 成群，聚在一起"
froze,英:/frəʊz/ 美:/froz/,v. 冻结；凝固；冻住（freeze的过去式形式）
cloud,英:/klaʊd/ 美:/klaʊd/,"1. n. 云；云状物；一大群；阴云；黑斑
2. vt. 以云遮敝；使混乱；使忧郁；玷污"
boss,英:/bɒs/ 美:/bɔs/,"1. n. 老板；工头；首领
2. vt. 指挥，调遣；当…的领导"
cote,英:/kəʊt/ 美:/kot/,n. 栏；棚；窝
cherry,英:/ˈtʃeri/ 美:/ˈtʃɛri/,n. 樱桃；樱桃树；如樱桃的鲜红色；[俚，鄙]处女膜，处女
belt,英:/belt/ 美:/bɛlt/,"1. n. 地带；带；腰带
2. vt. 用带子系住；用皮带抽打"
bang,英:/bæŋ/ 美:/bæŋ/,砰
FRS,/ˏef ɑːr ˈes/,abbr. （英国）皇家学会会员（Fellow of the Royal Society）；联邦储蓄系统（Federal Reserve System）
bloom,英:/bluːm/ 美:/blum/,"1. n. 花；青春；旺盛
2. vt. 使开花；使茂盛"
here,英:/hɪə/ 美:/hɪr/,"1. adv. 在这里；此时
2. int. 嘿！；喂！"
bloomer,英:/ˈblu:mə/ 美:/ˈblumɚ/,n. 初轧机；从前女用灯笼裤；[英口]纰漏；开花植物
grist,英:/grɪst/ 美:/ɡrɪst/,n. 谷物（尤指磨成粉用或已磨成粉的谷物）；酿造用的碎麦芽
brink,英:/brɪŋk/ 美:/brɪŋk/,n. （峭壁的）边缘
chess,英:/tʃes/ 美:/tʃɛs/,n. 国际象棋，西洋棋
but,"英:/bʌt/ 美:/bʌt,bət/","1. conj. 但是；然而；而是
2. adv. 仅仅，只"
ben,英:/ben/ 美:/bɛn/,n. 内室，起居室
grit,英:/grɪt/ 美:/ɡrɪt/,"1. vt. 研磨；在…上铺砂砾
2. vi. 摩擦作声"
butch,英:/bʊtʃ/ 美:/bʊtʃ/,"1. n. [俚]充当男性角色的女同性恋者；粗鲁的男人或男孩
2. adj. 男性化的"
doubt,英:/daʊt/ 美:/daʊt/,"1. n. 怀疑；疑问；疑惑
2. v. 怀疑；不信；[古]恐怕；拿不准"
bench,英:/ben(t)ʃ/ 美:/bɛntʃ/,"1. n. 长凳；工作台；替补队员
2. vt. 给…以席位；为…设置条凳"
clout,英:/klaʊt/ 美:/klaʊt/,"1. n. 破布；敲打；影响力；靶心；大帽钉（等于clout nail）
2. vt. 给…打补钉；猛击；用布擦"
blot,英:/blɒt/ 美:/blɑt/,"1. vi. 吸墨水；弄上墨渍或污渍
2. vt. 涂污，弄脏；用吸墨纸弄干（或除去）"
clove,英:/kləʊv/ 美:/klov/,"1. n. 丁香
2. v. 劈开（cleave的过去式）"
chest,英:/tʃest/ 美:/tʃɛst/,n. 胸，胸部；箱子；衣柜；金库
brisk,英:/brɪsk/ 美:/brɪsk/,"1. adj. 敏锐的，活泼的，轻快的；凛冽的
2. vi. 活跃起来；变得轻快"
grits,英:/grɪts/ 美:/ɡrɪts/,n. 粗磨粉；粗燕麦粉；（美）粗玉米粉
botch,英:/bɒtʃ/ 美:/bɑtʃ/,"1. vt. 糟蹋；拙笨地修补；拙劣地拼凑
2. vi. 拙笨地修补；弄坏某事物"
fruit,英:/fruːt/ 美:/frut/,"1. n. 水果；产物
2. vi. 结果实"
bend,英:/bend/ 美:/bɛnd/,"1. vt. 使弯曲；使屈服；使致力；使朝向
2. vi. 弯曲，转弯；屈服；专心于；倾向"
clove hitch,/ˈkləuv hɪtʃ/,卷结；酒瓶结（一种结绳法）
blotch,英:/blɒtʃ/ 美:/blɑtʃ/,"1. n. 污点；疙瘩；斑点
2. vt. 弄脏"
butt,英:/bʌt/ 美:/bʌt/,"1. n. 笑柄；烟头；屁股；靶垛；粗大的一端
2. vt. 以头抵撞；碰撞"
bank,英:/bæŋk/ 美:/bæŋk/,"1. n. 银行；岸；储库；浅滩
2. vt. 将…存入银行；倾斜转弯"
douche,英:/duːʃ/ 美:/duʃ/,"1. n. 灌洗器
2. vi. 冲洗"
both,英:/bəʊθ/ 美:/boθ/,"1. adj. 两者的；两个的
2. adv. 又；并；两者皆"
mew,英:/mjuː/ 美:/mju/,"1. n. 鹰笼；隐匿处；[鸟]海鸥；猫叫声
2. vi. 咪咪叫；换羽毛"
cotton,英:/ˈkɔtn/ 美:/ˈkɑtn/,"1. n. 棉花；棉线；棉布
2. vi. 和谐；一致；理解；亲近"
dough,英:/dəʊ/ 美:/do/,n. 生面团；[美俚]金钱
bends,/bendz/,"1. vt. 弯曲；屈服（bend的第三人称形式）
2. n. 弯曲；减压病（bend的复数）"
clown,英:/klaʊn/ 美:/klaʊn/,"1. n. 小丑；乡下人；粗鲁笨拙的人
2. vi. 扮小丑；装傻"
chew,英:/tʃuː/ 美:/tʃʊ/,"1. n. 咀嚼；咀嚼物
2. vt. 嚼碎，咀嚼"
blow,英:/bləʊ/ 美:/blo/,"1. n. 吹；殴打；打击
2. vi. 风吹；喘气"
brit,英:/brit/ 美:/brɪt/,n. 小鲱鱼；海中微生物
mews,英:/mjuːz/ 美:/mjuz/,n. 马厩；马厩改建成的住房
bank card,英:/ˈbæŋkˌkɑ:d/ 美:/ˈbæŋkˌkɑrd/,银行信用卡
blowed,英:/bləu/ 美:/blod/,炸飞
groan,英:/grəʊn/ 美:/ɡron/,"1. vi. 呻吟；抱怨；发吱嘎声
2. vt. 呻吟；抱怨"
Britain,英:/ˈbrɪtn/ 美:/ˈbrɪtn../,n. 英国；不列颠
Benedictine,英:/ˌbeniˈdiktain/ 美:/ˌbɛnɪˈdɪktɪn/,本笃会
groats,英:/grəʊts/ 美:/ɡrots/,n. 碾去壳的燕麦（小麦）
cloy,英:/klɒɪ/ 美:/klɔɪ/,"1. vt. 吃腻
2. vi. 吃得太饱"
chic,英:/ʃiːk/ 美:/ʃɪk/,"1. n. 时髦；别致的款式
2. adj. 别致的"
cloze test,/ˈkləuz test/,完形填空；填充测验，填字测验
club,英:/klʌb/ 美:/klʌb/,"1. n. 俱乐部，社团；夜总会；（扑克牌中的）梅花；棍棒
2. vt. 用棍棒打；募集"
dove,英:/dʌv/ 美:/dov/,"1. n. 鸽子；鸽派人士
2. v. 潜水（dive的过去式）"
couch,英:/kaʊtʃ/ 美:/kaʊtʃ/,"1. n. 睡椅，长沙发；卧榻；床
2. vi. 蹲伏，埋伏；躺着"
chick,英:/tʃɪk/ 美:/tʃɪk/,"1. n. 小鸡；小鸟；[俚]少妇
2. adj. 胆小的；懦弱的"
grog,英:/grɒg/ 美:/ɡrɑɡ/,"1. n. 格罗格酒；烈性酒；陶渣
2. vt. 用热水从空酒桶中浸出酒"
Britisher,英:/ˈbritiʃə/ 美:/ˈbrɪtɪʃɚ/,英国人
frump,英:/frʌmp/ 美:/frʌmp/,n. 守旧者；衣著邋遢的女人
Briton,英:/ˈbrɪtn/ 美:/ˈbrɪtn../,n. 英国人；大不列颠人
groin,英:/grɒɪn/ 美:/ɡrɔɪn/,"1. n. 腹股沟；交叉拱
2. vt. 使成穹棱"
down,英:/daʊn/ 美:/daʊn/,"1. adv. 向下，下去；在下面
2. adj. 向下的"
groom,英:/gruːm/ 美:/ɡrum/,"1. vt. 推荐；喂马；整饰
2. n. 马夫；新郎；男仆"
cough,英:/kɔf/ 美:/kɔf/,"1. n. 咳嗽，咳嗽声；咳嗽病
2. vt. 咳出"
broach,英:/brəʊtʃ/ 美:/brotʃ/,"1. vt. 提出；钻孔；开始讨论；给…开口
2. n. 凿子；钻头；胸针（等于brooch）"
could,英:/kəd/ 美:/kəd/,"1. aux. 能够
2. v. 能（can的过去式）"
groove,英:/gruːv/ 美:/ɡruv/,"1. n. 凹槽，槽；最佳状态；惯例
2. vt. 开槽于"
broad,英:/brɔːd/ 美:/brɔd/,"1. adj. 宽的，辽阔的；显著的；大概的
2. n. 宽阔部分"
cluck,英:/klʌk/ 美:/klʌk/,"1. vi. 咯咯叫
2. vt. 咯咯叫"
crotch,英:/krɒtʃ/ 美:/krɑtʃ/,n. （人的）胯部，分叉处；丫叉
grooved,/grʊvd/,"1. adj. 带纹道的；表面有沟槽的
2. v. 开出沟槽（groove的过去分词）"
clue,英:/kluː/ 美:/klʊ/,"1. n. 线索；（故事等的）情节
2. vt. 为…提供线索；[口]为…提供情况"
banns,英:/bænz/ 美:/bænz/,n. （教会）结婚预告
